Capítulo (Nro);Capítulo (Nombre);Grupo de Enfermedad;Código 1ª Jerarquía;Categoría 1ª Jerarquía;Código 2ª Jerarquía;Categoría 2ª Jerarquía;Observaciones
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos papuloescamosos;L41;Parapsoriasis;L41.9;Parapsoriasis, no especificada;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos papuloescamosos;L43;Liquen plano;L43.0;Liquen plano hipertrófico;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos papuloescamosos;L43;Liquen plano;L43.1;Liquen plano flictenular;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos papuloescamosos;L43;Liquen plano;L43.2;Reacción liquenoide debida a drogas;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos papuloescamosos;L43;Liquen plano;L43.3;Liquen plano subagudo (activo);
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos papuloescamosos;L43;Liquen plano;L43.8;Otros líquenes planos;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos papuloescamosos;L43;Liquen plano;L43.9;Liquen plano, no especificado;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos papuloescamosos;L44;Otros trastornos papuloescamosos;L44.0;Pitiriasis rubra pilaris;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos papuloescamosos;L44;Otros trastornos papuloescamosos;L44.1;Liquen nítido;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos papuloescamosos;L44;Otros trastornos papuloescamosos;L44.2;Liquen estriado;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos papuloescamosos;L44;Otros trastornos papuloescamosos;L44.3;Liquen rojo moniliforme;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos papuloescamosos;L44;Otros trastornos papuloescamosos;L44.4;Acrodermatitis papular infantil [Giannotti–Crosti];
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos papuloescamosos;L44;Otros trastornos papuloescamosos;L44.8;Otros trastornos papuloescamosos especificados;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos papuloescamosos;L44;Otros trastornos papuloescamosos;L44.9;Trastorno papuloescamoso, no especificado;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Urticaria y eritema;L50;Urticaria;L50.0;Urticaria alérgica;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Urticaria y eritema;L50;Urticaria;L50.1;Urticaria idiopática;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Urticaria y eritema;L50;Urticaria;L50.2;Urticaria debida al calor y al frío;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Urticaria y eritema;L50;Urticaria;L50.3;Urticaria dermatográfica;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Urticaria y eritema;L50;Urticaria;L50.4;Urticaria vibratoria;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Urticaria y eritema;L50;Urticaria;L50.5;Urticaria colinérgica;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Urticaria y eritema;L50;Urticaria;L50.6;Urticaria por contacto;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Urticaria y eritema;L50;Urticaria;L50.8;Otras urticarias;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Urticaria y eritema;L50;Urticaria;L50.9;Urticaria, no especificada;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Urticaria y eritema;L51;Eritema multiforme;L51.0;Eritema multiforme no flictenular;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Urticaria y eritema;L51;Eritema multiforme;L51.1;Eritema multiforme flictenular;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Urticaria y eritema;L51;Eritema multiforme;L51.2;Necrólisis epidérmica tóxica [Lyell];
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Urticaria y eritema;L51;Eritema multiforme;L51.8;Otros eritemas multiformes;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Urticaria y eritema;L51;Eritema multiforme;L51.9;Eritema multiforme, no especificado;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Urticaria y eritema;L53;Otras afecciones eritematosas;L53.0;Eritema tóxico;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Urticaria y eritema;L53;Otras afecciones eritematosas;L53.1;Eritema anular centrífugo;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Urticaria y eritema;L53;Otras afecciones eritematosas;L53.2;Eritema marginado;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Urticaria y eritema;L53;Otras afecciones eritematosas;L53.3;Otros eritemas figurados crónicos;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Urticaria y eritema;L53;Otras afecciones eritematosas;L53.8;Otras afecciones eritematosas especificadas;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Urticaria y eritema;L53;Otras afecciones eritematosas;L53.9;Afección eritematosa, no especificada;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Urticaria y eritema;L53;Otras afecciones eritematosas;L54.0;Eritema marginado en la fiebre reumática aguda (I00†);"Asterisco (*): código de manifestación; debe usarse junto con un código daga (†)"
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Urticaria y eritema;L53;Otras afecciones eritematosas;L54.8;Eritema en otras enfermedades clasificadas en otra parte;"Asterisco (*): código de manifestación; debe usarse junto con un código daga (†)"
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de la piel y del tejido subcutáneo relacionados con;L55;Quemadura solar;L55.0;Quemadura solar de primer grado;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de la piel y del tejido subcutáneo relacionados con;L55;Quemadura solar;L55.1;Quemadura solar de segundo grado;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de la piel y del tejido subcutáneo relacionados con;L55;Quemadura solar;L55.2;Quemadura solar de tercer grado;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de la piel y del tejido subcutáneo relacionados con;L55;Quemadura solar;L55.8;Otras quemaduras solares;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de la piel y del tejido subcutáneo relacionados con;L55;Quemadura solar;L55.9;Quemadura solar, no especificada;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de la piel y del tejido subcutáneo relacionados con;L55;Quemadura solar;L56.0;Respuesta fototóxica a drogas;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de la piel y del tejido subcutáneo relacionados con;L55;Quemadura solar;L56.1;Respuesta fotoalérgica a drogas;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de la piel y del tejido subcutáneo relacionados con;L55;Quemadura solar;L56.2;Dermatitis por fotocontacto [dermatitis de berloque];
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de la piel y del tejido subcutáneo relacionados con;L55;Quemadura solar;L56.3;Urticaria solar;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de la piel y del tejido subcutáneo relacionados con;L55;Quemadura solar;L56.4;Erupción polimorfa a la luz;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de la piel y del tejido subcutáneo relacionados con;L55;Quemadura solar;L56.8;Otros cambios agudos especificados de la piel debidos a;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de la piel y del tejido subcutáneo relacionados con;L55;Quemadura solar;L56.9;Cambio agudo de la piel debido a radiación ultravioleta, sin;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de la piel y del tejido subcutáneo relacionados con;L55;Quemadura solar;L57.0;Queratosis actínica;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de la piel y del tejido subcutáneo relacionados con;L55;Quemadura solar;L57.1;Reticuloide actínico;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de la piel y del tejido subcutáneo relacionados con;L55;Quemadura solar;L57.2;Piel romboidal de la nuca;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de la piel y del tejido subcutáneo relacionados con;L55;Quemadura solar;L57.3;Poiquilodermia de Civatte;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de la piel y del tejido subcutáneo relacionados con;L55;Quemadura solar;L57.4;Piel laxa senil;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de la piel y del tejido subcutáneo relacionados con;L55;Quemadura solar;L57.5;Granuloma actínico;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de la piel y del tejido subcutáneo relacionados con;L55;Quemadura solar;L57.8;Otros cambios de la piel debidos a exposición crónica a;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de la piel y del tejido subcutáneo relacionados con;L55;Quemadura solar;L57.9;Cambios de la piel debidos a exposición crónica a radiación;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de la piel y del tejido subcutáneo relacionados con;L58;Radiodermatitis;L58.0;Radiodermatitis aguda;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de la piel y del tejido subcutáneo relacionados con;L58;Radiodermatitis;L58.1;Radiodermatitis crónica;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de la piel y del tejido subcutáneo relacionados con;L58;Radiodermatitis;L58.9;Radiodermatitis, no especificada;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de la piel y del tejido subcutáneo relacionados con;L58;Radiodermatitis;L59.0;Eritema ab igne [dermatitis ab igne];
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de la piel y del tejido subcutáneo relacionados con;L58;Radiodermatitis;L59.8;Otros trastornos especificados de la piel y del tejido;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de la piel y del tejido subcutáneo relacionados con;L58;Radiodermatitis;L59.9;Trastornos no especificados de la piel y del tejido;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L60;Trastornos de las uñas;L60.0;Uña encarnada;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L60;Trastornos de las uñas;L60.1;Onicólisis;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L60;Trastornos de las uñas;L60.2;Onicogriposis;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L60;Trastornos de las uñas;L60.3;Distrofia ungueal;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L60;Trastornos de las uñas;L60.4;Líneas de Beau;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L60;Trastornos de las uñas;L60.5;Síndrome de la uña amarilla;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L60;Trastornos de las uñas;L60.8;Otros trastornos de las uñas;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L60;Trastornos de las uñas;L60.9;Trastorno de la uña, no especificado;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L60;Trastornos de las uñas;L62.0;Uña deforme de la paquidermoperiostosis (M89.4†);"Asterisco (*): código de manifestación; debe usarse junto con un código daga (†)"
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L60;Trastornos de las uñas;L62.8;Trastornos de las uñas en otras enfermedades clasificadas;"Asterisco (*): código de manifestación; debe usarse junto con un código daga (†)"
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L63;Alopecia areata;L63.0;Alopecia (capitis) total;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L63;Alopecia areata;L63.1;Alopecia universal;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L63;Alopecia areata;L63.2;Ofiasis;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L63;Alopecia areata;L63.8;Otras alopecias areatas;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L63;Alopecia areata;L63.9;Alopecia areata, no especificada;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L64;Alopecia andrógena;L64.0;Alopecia andrógena, inducida por drogas;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L64;Alopecia andrógena;L64.8;Otras alopecias andrógenas;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L64;Alopecia andrógena;L64.9;Alopecia andrógena, no especificada;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L65;Otra pérdida no cicatricial del pelo;L65.0;Pérdida capilar telógena;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L65;Otra pérdida no cicatricial del pelo;L65.1;Pérdida capilar anágena;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L65;Otra pérdida no cicatricial del pelo;L65.2;Alopecia mucinosa;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L65;Otra pérdida no cicatricial del pelo;L65.8;Otras pérdidas especificadas no cicatriciales del pelo;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L65;Otra pérdida no cicatricial del pelo;L65.9;Pérdida no cicatricial del pelo, sin otra especificación;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L66;Alopecia cicatricial [pérdida cicatricial del pelo];L66.0;Seudopelada;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L66;Alopecia cicatricial [pérdida cicatricial del pelo];L66.1;Liquen plano pilaris;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L66;Alopecia cicatricial [pérdida cicatricial del pelo];L66.2;Foliculitis decalvante;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L66;Alopecia cicatricial [pérdida cicatricial del pelo];L66.3;Perifoliculitis capitis abscedens;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L66;Alopecia cicatricial [pérdida cicatricial del pelo];L66.4;Foliculitis uleritematosa reticulada;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L66;Alopecia cicatricial [pérdida cicatricial del pelo];L66.8;Otras alopecias cicatriciales;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L66;Alopecia cicatricial [pérdida cicatricial del pelo];L66.9;Alopecia cicatricial, no especificada;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L67;Anormalidades del tallo y del color del pelo;L67.0;Tricorrexis nudosa;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L67;Anormalidades del tallo y del color del pelo;L67.1;Variación del color del pelo;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L67;Anormalidades del tallo y del color del pelo;L67.8;Otras anormalidades del tallo y del color del pelo;
XII;Enfermedades de la piel y del tejido subcutáneo (L00–L99);Trastornos de las faneras;L67;Anormalidades del tallo y del color del pelo;L67.9;Anormalidad no especificada del tallo y del color del pelo;
